127.0.0.1 - - [23/Feb/2024:09:41:35 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:34:02 +0900] "GET /projectMVC/update.do HTTP/1.1" 500 1553
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:34:11 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3386
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:34:11 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:34:11 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:34:12 +0900] "POST /projectMVC/member/updateForm.do HTTP/1.1" 200 3641
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:34:12 +0900] "GET /projectMVC/member/update.do HTTP/1.1" 500 1553
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:37:46 +0900] "POST /projectMVC/member/updateForm.do HTTP/1.1" 200 3641
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:37:46 +0900] "GET /projectMVC/member/update.do HTTP/1.1" 500 1553
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:37:54 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3405
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:37:54 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:37:54 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:37:55 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3405
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:37:55 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:37:55 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:37:58 +0900] "POST /projectMVC/member/logout.do HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:38:00 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3471
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:38:01 +0900] "GET /projectMVC/member/loginForm.do HTTP/1.1" 200 2148
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:38:05 +0900] "POST /projectMVC/member/login.do HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:38:05 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3405
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:38:06 +0900] "POST /projectMVC/member/updateForm.do HTTP/1.1" 200 3641
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:38:17 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3405
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:15 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3449
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:16 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3449
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:16 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:16 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:17 +0900] "GET /projectMVC/updateForm.jsp HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:17 +0900] "POST /projectMVC/member/update.do HTTP/1.1" 500 1554
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:30 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3456
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:30 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:30 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:31 +0900] "GET /projectMVC/member/updateForm.jsp HTTP/1.1" 200 3563
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:31 +0900] "POST /projectMVC/member/update.do HTTP/1.1" 500 1554
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:31 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:43 +0900] "GET /projectMVC/member/updateForm.jsp HTTP/1.1" 200 3563
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:45 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3455
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:45 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:45 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:46 +0900] "POST /projectMVC/member/update.do HTTP/1.1" 500 1554
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:46 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3641
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:40:59 +0900] "POST /projectMVC/member/update.do HTTP/1.1" 200 296
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:41:00 +0900] "GET /projectMVC/member/loginForm.do HTTP/1.1" 200 2148
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:41:04 +0900] "POST /projectMVC/member/login.do HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:41:04 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3455
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:41:05 +0900] "POST /projectMVC/member/update.do HTTP/1.1" 500 1554
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:41:05 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3641
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:41:44 +0900] "POST /projectMVC/member/update.do HTTP/1.1" 200 296
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:41:45 +0900] "GET /projectMVC/member/loginForm.do HTTP/1.1" 200 2148
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:42:13 +0900] "GET /projectMVC/ HTTP/1.1" 200 3457
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:42:15 +0900] "GET /projectMVC/ HTTP/1.1" 200 3457
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:42:15 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:42:15 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:42:16 +0900] "POST /projectMVC/member/update.do HTTP/1.1" 500 1554
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:42:16 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3589
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:42:16 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:42:26 +0900] "GET /projectMVC/member/updateForm.do?name=%ED%99%8D%EA%B8%B8%EB%8F%99&id=hong&pwd=111&repwd=111&gender=1&email1=121&email2=naver.com&email3=&tel1=011&tel2=1111&tel3=111&zipcode=06376&addr1=%EC%84%9C%EC%9A%B8+%EA%B0%95%EB%82%A8%EA%B5%AC+%EC%9E%90%EA%B3%A1%EB%A1%9C+16&addr2=111 HTTP/1.1" 200 3589
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:44:18 +0900] "GET /projectMVC/ HTTP/1.1" 200 3182
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:44:20 +0900] "GET /projectMVC/ HTTP/1.1" 200 3182
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:44:20 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:44:20 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:44:20 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3641
0:0:0:0:0:0:0:1 - - [23/Feb/2024:12:44:20 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:10:05 +0900] "GET /projectMVC/ HTTP/1.1" 200 3248
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:10:07 +0900] "GET /projectMVC/member/loginForm.do HTTP/1.1" 200 2148
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:10:10 +0900] "POST /projectMVC/member/login.do HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:10:10 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3182
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:10:11 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3589
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:10:11 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 200 3641
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:16:48 +0900] "GET /projectMVC/ HTTP/1.1" 200 3219
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:16:49 +0900] "POST /projectMVC/member/logout.do HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:16:50 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3248
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:16:52 +0900] "GET /projectMVC/member/loginForm.do HTTP/1.1" 200 2148
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:16:55 +0900] "POST /projectMVC/member/login.do HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:16:55 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3219
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:16:56 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3589
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:16:56 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:16:58 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3589
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:18:22 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 1535
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:18:25 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2571
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:18:29 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:18:30 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:18:31 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:18:31 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:20:41 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3727
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:20:41 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:20:48 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:20:50 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:20:50 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:20:50 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:20:51 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3727
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:22:03 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3542
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:22:03 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:23:30 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3731
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:23:30 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:29:43 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3789
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:29:44 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 200 3640
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:29:45 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3789
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:29:45 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:29:45 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 200 3640
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:29:45 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:30:34 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:30:35 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:30:36 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:30:37 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:30:37 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:30:37 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:30:38 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:30:38 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:30:38 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:30:39 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3789
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:30:39 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:35:15 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:35:17 +0900] "POST /projectMVC/member/logout.do HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:35:43 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3261
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:37:28 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3261
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:37:29 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3261
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:37:30 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3261
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:37:30 +0900] "GET /projectMVC/member/loginForm.do HTTP/1.1" 200 2148
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:37:34 +0900] "POST /projectMVC/member/login.do HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:37:34 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:37:35 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3789
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:37:35 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 200 3644
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:45:45 +0900] "GET /projectMVC/ HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:45:47 +0900] "POST /projectMVC/member/logout.do HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:45:49 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3261
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:45:50 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3261
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:45:50 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:45:50 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:45:51 +0900] "GET /projectMVC/member/loginForm.do HTTP/1.1" 200 2148
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:45:54 +0900] "POST /projectMVC/member/login.do HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:45:54 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:45:56 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3789
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:45:56 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 200 3603
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:48:11 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3788
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:48:11 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:48:41 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3788
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:48:41 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:48:43 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3788
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:48:43 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 200 3603
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:48:43 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:48:43 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:48:44 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3788
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:48:44 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:48:44 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 200 3603
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:48:44 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:49:18 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3788
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:49:18 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:49:18 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 200 3598
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:49:18 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:49:19 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3788
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:49:19 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:49:19 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 200 3598
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:49:19 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:49:33 +0900] "POST /projectMVC/member/update.do HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:49:34 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3261
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:49:35 +0900] "GET /projectMVC/member/loginForm.do HTTP/1.1" 200 2148
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:49:39 +0900] "POST /projectMVC/member/login.do HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:49:39 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:49:41 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3791
0:0:0:0:0:0:0:1 - - [23/Feb/2024:14:49:41 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:02:42 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:25:16 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3791
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:25:16 +0900] "GET /projectMVC/js/member.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:25:23 +0900] "POST /projectMVC/member/update.do HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:25:24 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3261
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:25:29 +0900] "GET /projectMVC/member/loginForm.do HTTP/1.1" 200 2148
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:25:29 +0900] "GET /projectMVC/member/loginForm.do HTTP/1.1" 200 2148
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:25:32 +0900] "POST /projectMVC/member/login.do HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:25:32 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3232
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:25:33 +0900] "GET /projectMVC/member/updateForm.do HTTP/1.1" 200 3791
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:25:43 +0900] "POST /projectMVC/member/update.do HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:25:44 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3261
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:29:05 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3129
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:29:05 +0900] "GET /projectMVC/image/cat.jpg HTTP/1.1" 200 5252
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:29:05 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:29:43 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3201
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:29:53 +0900] "GET /projectMVC/member/loginForm.do HTTP/1.1" 200 2148
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:29:57 +0900] "POST /projectMVC/member/login.do HTTP/1.1" 200 10
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:29:57 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:31:13 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 1535
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:32:51 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 1534
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:32:52 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 1534
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:32:52 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:32:57 +0900] "POST /projectMVC/board/boardWrite2.do HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:32:58 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2572
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:33:08 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2572
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:33:11 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 1534
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:42:15 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 1698
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:45:37 +0900] "GET /projectMVC/board/boardlist.do?pg=1 HTTP/1.1" 200 2572
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:45:39 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 500 3353
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:46:05 +0900] "GET /projectMVC/index.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:46:06 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2678
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:46:58 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 3061
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:47:02 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 3061
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:47:57 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2286
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:49:12 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2286
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:49:12 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2286
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:50:22 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2314
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:50:36 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2331
0:0:0:0:0:0:0:1 - - [23/Feb/2024:15:50:41 +0900] "GET /projectMVC/board/boardWriteForm2.do HTTP/1.1" 200 2331
